concello;1991;1981;1970;1960;1950;1940;1930;1920;1910;1900;
32061 Pi?or;"1808.0";"2111.0";"2317.0";"2981.0";"3611.0";"3887.0";"3373.0";"3483.0";"3165.0";"3932.0";
32063 Pobra de Trives (A);"3077.0";"5527.0";"5918.0";"4586.0";"5713.0";"5746.0";"5446.0";"5164.0";"5449.0";"5541.0";
32064 Pontedeva;"819.0";"829.0";"1107.0";"1321.0";"1429.0";"1359.0";"1161.0";"1312.0";"1379.0";"1296.0";
32062 Porqueira;"1293.0";"1814.0";"2112.0";"2683.0";"3104.0";"3127.0";"2899.0";"2916.0";"3100.0";"3058.0";
32065 Punx?n;"1048.0";"1255.0";"1306.0";"1700.0";"2100.0";"2105.0";"2073.0";"2216.0";"2172.0";"2173.0";
32066 Quintela de Leirado;"1044.0";"1457.0";"1685.0";"1743.0";"1987.0";"2182.0";"2242.0";"2334.0";"2307.0";"2351.0";
32067 Rairiz de Veiga;"2363.0";"3721.0";"3819.0";"3989.0";"4463.0";"4371.0";"4151.0";"4230.0";"4370.0";"4084.0";
32068 Ramir?s;"2115.0";"4850.0";"4752.0";"4285.0";"5147.0";"5933.0";"5806.0";"..";"..";"..";
32069 Ribadavia;"5946.0";"6622.0";"6181.0";"7571.0";"7369.0";"7031.0";"6341.0";"5114.0";"4903.0";"4788.0";
32071 Ri?s;"2520.0";"4056.0";"4669.0";"5143.0";"5169.0";"5504.0";"4966.0";"4979.0";"4710.0";"4664.0";
32072 R?a (A);"4933.0";"5712.0";"5242.0";"4526.0";"4096.0";"4040.0";"3224.0";"2822.0";"2626.0";"2411.0";
32073 Rubi?;"2154.0";"2731.0";"3919.0";"4090.0";"4220.0";"4456.0";"4164.0";"3566.0";"3554.0";"3738.0";
32074 San Amaro;"1640.0";"2230.0";"2608.0";"4221.0";"3272.0";"3258.0";"2905.0";"2925.0";"3073.0";"3205.0";
32075 San Cibrao das Vi?as;"3409.0";"3248.0";"3230.0";"3638.0";"3789.0";"4152.0";"3913.0";"3571.0";"3642.0";"3410.0";
32076 San Cristovo de Cea;"3781.0";"5242.0";"4705.0";"5966.0";"6043.0";"6203.0";"6102.0";"6041.0";"6365.0";"6441.0";
32070 San Xo?n de R?o;"1351.0";"2683.0";"2877.0";"2955.0";"3332.0";"3324.0";"3343.0";"3467.0";"3505.0";"3630.0";
32077 Sandi?s;"1928.0";"2316.0";"2191.0";"2697.0";"3407.0";"3069.0";"2749.0";"2463.0";"2814.0";"2388.0";
32078 Sarreaus;"2683.0";"4057.0";"4153.0";"4177.0";"4163.0";"3963.0";"3673.0";"3527.0";"3853.0";"3640.0";
32079 Taboadela;"1816.0";"2463.0";"2263.0";"2252.0";"2677.0";"2760.0";"2828.0";"2782.0";"2734.0";"2901.0";
32080 Teixeira (A);"643.0";"1961.0";"1985.0";"1908.0";"2104.0";"2147.0";"2110.0";"2095.0";"2244.0";"2271.0";
32081 To?n;"2748.0";"3612.0";"3249.0";"3982.0";"4369.0";"4329.0";"3875.0";"3524.0";"3798.0";"3881.0";
32082 Trasmiras;"2280.0";"3828.0";"3522.0";"4008.0";"3638.0";"3545.0";"3169.0";"2711.0";"2912.0";"2679.0";
32083 Veiga (A);"1595.0";"2927.0";"4332.0";"5330.0";"6357.0";"6357.0";"6742.0";"6927.0";"6910.0";"6977.0";
32084 Verea;"1847.0";"2646.0";"2780.0";"3081.0";"3641.0";"3917.0";"3632.0";"3567.0";"3697.0";"3677.0";
