concello;1991;1981;1970;1960;1950;1940;1930;1920;1910;1900;
36042 Ponteareas;"15630.0";"15013.0";"14497.0";"14552.0";"14987.0";"14634.0";"13894.0";"13785.0";"13953.0";"13452.0";
36044 Pontecesures;"2915.0";"2611.0";"2560.0";"2365.0";"2105.0";"2095.0";"1811.0";"..";"..";"..";
36038 Pontevedra (Capital);"75148.0";"65137.0";"52452.0";"50483.0";"43221.0";"36968.0";"30821.0";"26944.0";"24222.0";"22330.0";
36039 Porri?o (O);"15093.0";"13517.0";"10044.0";"9128.0";"9310.0";"8613.0";"7758.0";"7421.0";"7510.0";"7243.0";
36040 Portas;"3289.0";"3386.0";"3599.0";"3567.0";"3577.0";"3721.0";"3176.0";"3217.0";"2948.0";"2675.0";
36045 Redondela;"27751.0";"27202.0";"22128.0";"17206.0";"17024.0";"16927.0";"14996.0";"13644.0";"11985.0";"10843.0";
36046 Ribadumia;"3656.0";"4027.0";"3640.0";"3441.0";"3697.0";"3555.0";"3225.0";"3083.0";"3006.0";"3057.0";
36047 Rodeiro;"4859.0";"4700.0";"5060.0";"6014.0";"8181.0";"8593.0";"6978.0";"7454.0";"7092.0";"7066.0";
36048 Rosal (O);"5486.0";"5558.0";"5899.0";"5784.0";"5679.0";"5370.0";"5302.0";"5577.0";"5164.0";"5162.0";
36049 Salceda de Caselas;"5696.0";"5618.0";"5063.0";"4737.0";"4791.0";"4880.0";"4411.0";"4411.0";"4556.0";"4408.0";
36050 Salvaterra de Mi?o;"8252.0";"8675.0";"8093.0";"9266.0";"9791.0";"9871.0";"9197.0";"9514.0";"9493.0";"9242.0";
36051 Sanxenxo;"14659.0";"13899.0";"11804.0";"11027.0";"12003.0";"10250.0";"8869.0";"8578.0";"8380.0";"7732.0";
36052 Silleda;"9619.0";"9980.0";"10493.0";"11758.0";"13490.0";"12201.0";"12532.0";"13205.0";"12373.0";"11483.0";
36053 Soutomaior;"4907.0";"5434.0";"5775.0";"4288.0";"4232.0";"4000.0";"3630.0";"3524.0";"3405.0";"3275.0";
36054 Tomi?o;"10130.0";"10499.0";"9865.0";"9817.0";"10412.0";"10281.0";"10201.0";"10030.0";"10025.0";"10186.0";
36055 Tui;"15346.0";"14975.0";"12600.0";"12671.0";"13865.0";"13500.0";"12219.0";"12529.0";"11986.0";"11113.0";
36056 Valga;"6061.0";"6108.0";"6075.0";"6094.0";"5674.0";"5362.0";"4679.0";"6207.0";"6122.0";"6002.0";
36057 Vigo;"278050.0";"258724.0";"197144.0";"144914.0";"137873.0";"85272.0";"65012.0";"53100.0";"41213.0";"23259.0";
36059 Vila de Cruces;"7192.0";"8439.0";"9309.0";"11223.0";"11068.0";"10314.0";"9284.0";"9478.0";"9718.0";"9924.0";
36058 Vilaboa;"5785.0";"6001.0";"5394.0";"5061.0";"4839.0";"4912.0";"4824.0";"4546.0";"4545.0";"4179.0";
36060 Vilagarc?a de Arousa;"31760.0";"29453.0";"24076.0";"20771.0";"20654.0";"23705.0";"16672.0";"14859.0";"8691.0";"7312.0";
36061 Vilanova de Arousa;"14816.0";"14979.0";"12641.0";"12163.0";"11277.0";"5618.0";"8614.0";"8037.0";"7162.0";"6817.0";
