"X1.315","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112"
18426,18464.1,18502.2,18540.3,18578.4,18616.5,18654.6,18692.7,18730.8,18768.9,18807,18868.5,18930,18991.5,19053,19114.5,19176,19237.5,19299,19360.5,19422,19541.2,19660.4,19779.6,19898.8,20018,20137.2,20256.4,20375.6,20494.8,20614,20767.8,20921.6,21075.4,21229.2,21383,21536.8,21690.6,21844.4,21998.2,22152,22116.9,22081.8,22046.7,22011.6,21976.5,21941.4,21906.3,21871.2,21836.1,21801,21660,21519,21378,21237,21096,20955,20814,20673,20532,20391,20107.8,19824.6,19541.4,19258.2,18975,18691.8,18408.6,18125.4,17842.2,17559,17378.7272727273,17198.4545454545,17018.1818181818,16837.9090909091,16657.6363636364,16477.3636363636,16297.0909090909,16116.8181818182,15936.5454545455,15756.2727272727,15576,14984.2,14392.4,13800.6,13208.8,12617,12025.2,11433.4,10841.6,10249.8,9658,9509.4,9360.8,9212.2,9063.6,8915,8766.4,8617.8,8469.2,8320.6,8172,8024.5,7877,7729.5,7582,7434.5,7287,7139.5,6992,6844.5,6697
9160,9164.2,9168.4,9172.6,9176.8,9181,9185.2,9189.4,9193.6,9197.8,9202,9279.7,9357.4,9435.1,9512.8,9590.5,9668.2,9745.9,9823.6,9901.3,9979,9983.6,9988.2,9992.8,9997.4,10002,10006.6,10011.2,10015.8,10020.4,10025,10103.6,10182.2,10260.8,10339.4,10418,10496.6,10575.2,10653.8,10732.4,10811,10860.2,10909.4,10958.6,11007.8,11057,11106.2,11155.4,11204.6,11253.8,11303,11246.1,11189.2,11132.3,11075.4,11018.5,10961.6,10904.7,10847.8,10790.9,10734,10657.4,10580.8,10504.2,10427.6,10351,10274.4,10197.8,10121.2,10044.6,9968,9954.09090909091,9940.18181818182,9926.27272727273,9912.36363636364,9898.45454545455,9884.54545454545,9870.63636363636,9856.72727272727,9842.81818181818,9828.90909090909,9815,9658.2,9501.4,9344.6,9187.8,9031,8874.2,8717.4,8560.6,8403.8,8247,8242.5,8238,8233.5,8229,8224.5,8220,8215.5,8211,8206.5,8202,8099.5,7997,7894.5,7792,7689.5,7587,7484.5,7382,7279.5,7177
5475,5466.8,5458.6,5450.4,5442.2,5434,5425.8,5417.6,5409.4,5401.2,5393,5414.6,5436.2,5457.8,5479.4,5501,5522.6,5544.2,5565.8,5587.4,5609,5616,5623,5630,5637,5644,5651,5658,5665,5672,5679,5732,5785,5838,5891,5944,5997,6050,6103,6156,6209,6224,6239,6254,6269,6284,6299,6314,6329,6344,6359,6326.2,6293.4,6260.6,6227.8,6195,6162.2,6129.4,6096.6,6063.8,6031,5950.2,5869.4,5788.6,5707.8,5627,5546.2,5465.4,5384.6,5303.8,5223,5087.81818181818,4952.63636363636,4817.45454545455,4682.27272727273,4547.09090909091,4411.90909090909,4276.72727272727,4141.54545454545,4006.36363636364,3871.18181818182,3736,3696.2,3656.4,3616.6,3576.8,3537,3497.2,3457.4,3417.6,3377.8,3338,3319.3,3300.6,3281.9,3263.2,3244.5,3225.8,3207.1,3188.4,3169.7,3151,3157.9,3164.8,3171.7,3178.6,3185.5,3192.4,3199.3,3206.2,3213.1,3220
4737,4717.8,4698.6,4679.4,4660.2,4641,4621.8,4602.6,4583.4,4564.2,4545,4552,4559,4566,4573,4580,4587,4594,4601,4608,4615,4616.7,4618.4,4620.1,4621.8,4623.5,4625.2,4626.9,4628.6,4630.3,4632,4662.1,4692.2,4722.3,4752.4,4782.5,4812.6,4842.7,4872.8,4902.9,4933,4896.3,4859.6,4822.9,4786.2,4749.5,4712.8,4676.1,4639.4,4602.7,4566,4511,4456,4401,4346,4291,4236,4181,4126,4071,4016,4044.3,4072.6,4100.9,4129.2,4157.5,4185.8,4214.1,4242.4,4270.7,4299,4223.90909090909,4148.81818181818,4073.72727272727,3998.63636363636,3923.54545454545,3848.45454545455,3773.36363636364,3698.27272727273,3623.18181818182,3548.09090909091,3473,3414.4,3355.8,3297.2,3238.6,3180,3121.4,3062.8,3004.2,2945.6,2887,2869.2,2851.4,2833.6,2815.8,2798,2780.2,2762.4,2744.6,2726.8,2709,2697.3,2685.6,2673.9,2662.2,2650.5,2638.8,2627.1,2615.4,2603.7,2592
7415,7389.8,7364.6,7339.4,7314.2,7289,7263.8,7238.6,7213.4,7188.2,7163,7161.5,7160,7158.5,7157,7155.5,7154,7152.5,7151,7149.5,7148,7168.3,7188.6,7208.9,7229.2,7249.5,7269.8,7290.1,7310.4,7330.7,7351,7434.8,7518.6,7602.4,7686.2,7770,7853.8,7937.6,8021.4,8105.2,8189,8220.6,8252.2,8283.8,8315.4,8347,8378.6,8410.2,8441.8,8473.4,8505,8471.5,8438,8404.5,8371,8337.5,8304,8270.5,8237,8203.5,8170,8163.2,8156.4,8149.6,8142.8,8136,8129.2,8122.4,8115.6,8108.8,8102,8256,8410,8564,8718,8872,9026,9180,9334,9488,9642,9796,9831.1,9866.2,9901.3,9936.4,9971.5,10006.6,10041.7,10076.8,10111.9,10147,10016.4,9885.8,9755.2,9624.6,9494,9363.4,9232.8,9102.2,8971.6,8841,8847.3,8853.6,8859.9,8866.2,8872.5,8878.8,8885.1,8891.4,8897.7,8904
6232,6234.3,6236.6,6238.9,6241.2,6243.5,6245.8,6248.1,6250.4,6252.7,6255,6263.2,6271.4,6279.6,6287.8,6296,6304.2,6312.4,6320.6,6328.8,6337,6386.5,6436,6485.5,6535,6584.5,6634,6683.5,6733,6782.5,6832,6885.9,6939.8,6993.7,7047.6,7101.5,7155.4,7209.3,7263.2,7317.1,7371,7410.7,7450.4,7490.1,7529.8,7569.5,7609.2,7648.9,7688.6,7728.3,7768,7740.7,7713.4,7686.1,7658.8,7631.5,7604.2,7576.9,7549.6,7522.3,7495,7362.9,7230.8,7098.7,6966.6,6834.5,6702.4,6570.3,6438.2,6306.1,6174,6149.36363636364,6124.72727272727,6100.09090909091,6075.45454545455,6050.81818181818,6026.18181818182,6001.54545454545,5976.90909090909,5952.27272727273,5927.63636363636,5903,5840.9,5778.8,5716.7,5654.6,5592.5,5530.4,5468.3,5406.2,5344.1,5282,5240.6,5199.2,5157.8,5116.4,5075,5033.6,4992.2,4950.8,4909.4,4868,4852.3,4836.6,4820.9,4805.2,4789.5,4773.8,4758.1,4742.4,4726.7,4711
6540,6636.6,6733.2,6829.8,6926.4,7023,7119.6,7216.2,7312.8,7409.4,7506,7613.8,7721.6,7829.4,7937.2,8045,8152.8,8260.6,8368.4,8476.2,8584,8604,8624,8644,8664,8684,8704,8724,8744,8764,8784,8739.3,8694.6,8649.9,8605.2,8560.5,8515.8,8471.1,8426.4,8381.7,8337,8304.3,8271.6,8238.9,8206.2,8173.5,8140.8,8108.1,8075.4,8042.7,8010,7953.9,7897.8,7841.7,7785.6,7729.5,7673.4,7617.3,7561.2,7505.1,7449,7520.6,7592.2,7663.8,7735.4,7807,7878.6,7950.2,8021.8,8093.4,8165,8314.81818181818,8464.63636363636,8614.45454545455,8764.27272727273,8914.09090909091,9063.90909090909,9213.72727272727,9363.54545454545,9513.36363636364,9663.18181818182,9813,9818,9823,9828,9833,9838,9843,9848,9853,9858,9863,9873.9,9884.8,9895.7,9906.6,9917.5,9928.4,9939.3,9950.2,9961.1,9972,9938.5,9905,9871.5,9838,9804.5,9771,9737.5,9704,9670.5,9637
6987,7035.3,7083.6,7131.9,7180.2,7228.5,7276.8,7325.1,7373.4,7421.7,7470,7506.1,7542.2,7578.3,7614.4,7650.5,7686.6,7722.7,7758.8,7794.9,7831,7899.6,7968.2,8036.8,8105.4,8174,8242.6,8311.2,8379.8,8448.4,8517,8643.3,8769.6,8895.9,9022.2,9148.5,9274.8,9401.1,9527.4,9653.7,9780,9734.3,9688.6,9642.9,9597.2,9551.5,9505.8,9460.1,9414.4,9368.7,9323,9238.7,9154.4,9070.1,8985.8,8901.5,8817.2,8732.9,8648.6,8564.3,8480,8468.6,8457.2,8445.8,8434.4,8423,8411.6,8400.2,8388.8,8377.4,8366,8328.18181818182,8290.36363636364,8252.54545454545,8214.72727272727,8176.90909090909,8139.09090909091,8101.27272727273,8063.45454545455,8025.63636363636,7987.81818181818,7950,7893.2,7836.4,7779.6,7722.8,7666,7609.2,7552.4,7495.6,7438.8,7382,7334.4,7286.8,7239.2,7191.6,7144,7096.4,7048.8,7001.2,6953.6,6906,6821.9,6737.8,6653.7,6569.6,6485.5,6401.4,6317.3,6233.2,6149.1,6065
5943,5983.1,6023.2,6063.3,6103.4,6143.5,6183.6,6223.7,6263.8,6303.9,6344,6368,6392,6416,6440,6464,6488,6512,6536,6560,6584,6631.2,6678.4,6725.6,6772.8,6820,6867.2,6914.4,6961.6,7008.8,7056,7125.9,7195.8,7265.7,7335.6,7405.5,7475.4,7545.3,7615.2,7685.1,7755,7808.1,7861.2,7914.3,7967.4,8020.5,8073.6,8126.7,8179.8,8232.9,8286,8277.5,8269,8260.5,8252,8243.5,8235,8226.5,8218,8209.5,8201,8191.6,8182.2,8172.8,8163.4,8154,8144.6,8135.2,8125.8,8116.4,8107,8139,8171,8203,8235,8267,8299,8331,8363,8395,8427,8459,8498.2,8537.4,8576.6,8615.8,8655,8694.2,8733.4,8772.6,8811.8,8851,8835.5,8820,8804.5,8789,8773.5,8758,8742.5,8727,8711.5,8696,8656.9,8617.8,8578.7,8539.6,8500.5,8461.4,8422.3,8383.2,8344.1,8305
4626,4659.6,4693.2,4726.8,4760.4,4794,4827.6,4861.2,4894.8,4928.4,4962,4943.5,4925,4906.5,4888,4869.5,4851,4832.5,4814,4795.5,4777,4801.9,4826.8,4851.7,4876.6,4901.5,4926.4,4951.3,4976.2,5001.1,5026,5043.4,5060.8,5078.2,5095.6,5113,5130.4,5147.8,5165.2,5182.6,5200,5275.1,5350.2,5425.3,5500.4,5575.5,5650.6,5725.7,5800.8,5875.9,5951,6187.6,6424.2,6660.8,6897.4,7134,7370.6,7607.2,7843.8,8080.4,8317,8276.9,8236.8,8196.7,8156.6,8116.5,8076.4,8036.3,7996.2,7956.1,7916,8198.81818181818,8481.63636363636,8764.45454545455,9047.27272727273,9330.09090909091,9612.90909090909,9895.72727272727,10178.5454545455,10461.3636363636,10744.1818181818,11027,11245.7,11464.4,11683.1,11901.8,12120.5,12339.2,12557.9,12776.6,12995.3,13214,13102.3,12990.6,12878.9,12767.2,12655.5,12543.8,12432.1,12320.4,12208.7,12097,11989.4,11881.8,11774.2,11666.6,11559,11451.4,11343.8,11236.2,11128.6,11021
9244,9275.3,9306.6,9337.9,9369.2,9400.5,9431.8,9463.1,9494.4,9525.7,9557,9549.1,9541.2,9533.3,9525.4,9517.5,9509.6,9501.7,9493.8,9485.9,9478,9498.4,9518.8,9539.2,9559.6,9580,9600.4,9620.8,9641.2,9661.6,9682,9747.9,9813.8,9879.7,9945.6,10011.5,10077.4,10143.3,10209.2,10275.1,10341,10394.5,10448,10501.5,10555,10608.5,10662,10715.5,10769,10822.5,10876,10848.2,10820.4,10792.6,10764.8,10737,10709.2,10681.4,10653.6,10625.8,10598,10525.6,10453.2,10380.8,10308.4,10236,10163.6,10091.2,10018.8,9946.4,9874,9926.63636363636,9979.27272727273,10031.9090909091,10084.5454545455,10137.1818181818,10189.8181818182,10242.4545454545,10295.0909090909,10347.7272727273,10400.3636363636,10453,10449.1,10445.2,10441.3,10437.4,10433.5,10429.6,10425.7,10421.8,10417.9,10414,10385.8,10357.6,10329.4,10301.2,10273,10244.8,10216.6,10188.4,10160.2,10132,10088.3,10044.6,10000.9,9957.2,9913.5,9869.8,9826.1,9782.4,9738.7,9695
8277,8308.2,8339.4,8370.6,8401.8,8433,8464.2,8495.4,8526.6,8557.8,8589,8628.8,8668.6,8708.4,8748.2,8788,8827.8,8867.6,8907.4,8947.2,8987,9034.4,9081.8,9129.2,9176.6,9224,9271.4,9318.8,9366.2,9413.6,9461,9512,9563,9614,9665,9716,9767,9818,9869,9920,9971,10085.9,10200.8,10315.7,10430.6,10545.5,10660.4,10775.3,10890.2,11005.1,11120,11056.4,10992.8,10929.2,10865.6,10802,10738.4,10674.8,10611.2,10547.6,10484,10530,10576,10622,10668,10714,10760,10806,10852,10898,10944,10981.0909090909,11018.1818181818,11055.2727272727,11092.3636363636,11129.4545454545,11166.5454545455,11203.6363636364,11240.7272727273,11277.8181818182,11314.9090909091,11352,11398,11444,11490,11536,11582,11628,11674,11720,11766,11812,11799,11786,11773,11760,11747,11734,11721,11708,11695,11682,11684.4,11686.8,11689.2,11691.6,11694,11696.4,11698.8,11701.2,11703.6,11706
12218,12419,12620,12821,13022,13223,13424,13625,13826,14027,14228,14388.6,14549.2,14709.8,14870.4,15031,15191.6,15352.2,15512.8,15673.4,15834,15937.6,16041.2,16144.8,16248.4,16352,16455.6,16559.2,16662.8,16766.4,16870,17059,17248,17437,17626,17815,18004,18193,18382,18571,18760,18712,18664,18616,18568,18520,18472,18424,18376,18328,18280,18521.7,18763.4,19005.1,19246.8,19488.5,19730.2,19971.9,20213.6,20455.3,20697,20798.9,20900.8,21002.7,21104.6,21206.5,21308.4,21410.3,21512.2,21614.1,21716,21840.0909090909,21964.1818181818,22088.2727272727,22212.3636363636,22336.4545454545,22460.5454545455,22584.6363636364,22708.7272727273,22832.8181818182,22956.9090909091,23081,23098.4,23115.8,23133.2,23150.6,23168,23185.4,23202.8,23220.2,23237.6,23255,23538.1,23821.2,24104.3,24387.4,24670.5,24953.6,25236.7,25519.8,25802.9,26086,26251.6,26417.2,26582.8,26748.4,26914,27079.6,27245.2,27410.8,27576.4,27742
5791,5788.9,5786.8,5784.7,5782.6,5780.5,5778.4,5776.3,5774.2,5772.1,5770,5766.3,5762.6,5758.9,5755.2,5751.5,5747.8,5744.1,5740.4,5736.7,5733,5741.7,5750.4,5759.1,5767.8,5776.5,5785.2,5793.9,5802.6,5811.3,5820,5853.4,5886.8,5920.2,5953.6,5987,6020.4,6053.8,6087.2,6120.6,6154,6166.8,6179.6,6192.4,6205.2,6218,6230.8,6243.6,6256.4,6269.2,6282,6254.1,6226.2,6198.3,6170.4,6142.5,6114.6,6086.7,6058.8,6030.9,6003,5974.2,5945.4,5916.6,5887.8,5859,5830.2,5801.4,5772.6,5743.8,5715,5719.72727272727,5724.45454545455,5729.18181818182,5733.90909090909,5738.63636363636,5743.36363636364,5748.09090909091,5752.81818181818,5757.54545454545,5762.27272727273,5767,5741.7,5716.4,5691.1,5665.8,5640.5,5615.2,5589.9,5564.6,5539.3,5514,5474.3,5434.6,5394.9,5355.2,5315.5,5275.8,5236.1,5196.4,5156.7,5117,5092.9,5068.8,5044.7,5020.6,4996.5,4972.4,4948.3,4924.2,4900.1,4876
6569,6665.5,6762,6858.5,6955,7051.5,7148,7244.5,7341,7437.5,7534,7499.1,7464.2,7429.3,7394.4,7359.5,7324.6,7289.7,7254.8,7219.9,7185,7317.3,7449.6,7581.9,7714.2,7846.5,7978.8,8111.1,8243.4,8375.7,8508,8428.7,8349.4,8270.1,8190.8,8111.5,8032.2,7952.9,7873.6,7794.3,7715,7678,7641,7604,7567,7530,7493,7456,7419,7382,7345,7316.3,7287.6,7258.9,7230.2,7201.5,7172.8,7144.1,7115.4,7086.7,7058,7056.9,7055.8,7054.7,7053.6,7052.5,7051.4,7050.3,7049.2,7048.1,7047,7133.45454545455,7219.90909090909,7306.36363636364,7392.81818181818,7479.27272727273,7565.72727272727,7652.18181818182,7738.63636363636,7825.09090909091,7911.54545454545,7998,8117.2,8236.4,8355.6,8474.8,8594,8713.2,8832.4,8951.6,9070.8,9190,9417.4,9644.8,9872.2,10099.6,10327,10554.4,10781.8,11009.2,11236.6,11464,11803,12142,12481,12820,13159,13498,13837,14176,14515,14854
5201,5208.5,5216,5223.5,5231,5238.5,5246,5253.5,5261,5268.5,5276,5324.4,5372.8,5421.2,5469.6,5518,5566.4,5614.8,5663.2,5711.6,5760,5777.2,5794.4,5811.6,5828.8,5846,5863.2,5880.4,5897.6,5914.8,5932,5971.4,6010.8,6050.2,6089.6,6129,6168.4,6207.8,6247.2,6286.6,6326,6355.6,6385.2,6414.8,6444.4,6474,6503.6,6533.2,6562.8,6592.4,6622,6555.7,6489.4,6423.1,6356.8,6290.5,6224.2,6157.9,6091.6,6025.3,5959,5853.8,5748.6,5643.4,5538.2,5433,5327.8,5222.6,5117.4,5012.2,4907,4855.45454545455,4803.90909090909,4752.36363636364,4700.81818181818,4649.27272727273,4597.72727272727,4546.18181818182,4494.63636363636,4443.09090909091,4391.54545454545,4340,4280.7,4221.4,4162.1,4102.8,4043.5,3984.2,3924.9,3865.6,3806.3,3747,3694.3,3641.6,3588.9,3536.2,3483.5,3430.8,3378.1,3325.4,3272.7,3220,3206.5,3193,3179.5,3166,3152.5,3139,3125.5,3112,3098.5,3085
9075,9101.4,9127.8,9154.2,9180.6,9207,9233.4,9259.8,9286.2,9312.6,9339,9380.7,9422.4,9464.1,9505.8,9547.5,9589.2,9630.9,9672.6,9714.3,9756,9753,9750,9747,9744,9741,9738,9735,9732,9729,9726,9849.7,9973.4,10097.1,10220.8,10344.5,10468.2,10591.9,10715.6,10839.3,10963,11072.8,11182.6,11292.4,11402.2,11512,11621.8,11731.6,11841.4,11951.2,12061,12066.4,12071.8,12077.2,12082.6,12088,12093.4,12098.8,12104.2,12109.6,12115,12052.7,11990.4,11928.1,11865.8,11803.5,11741.2,11678.9,11616.6,11554.3,11492,11482.2727272727,11472.5454545455,11462.8181818182,11453.0909090909,11443.3636363636,11433.6363636364,11423.9090909091,11414.1818181818,11404.4545454545,11394.7272727273,11385,11381.2,11377.4,11373.6,11369.8,11366,11362.2,11358.4,11354.6,11350.8,11347,11291.7,11236.4,11181.1,11125.8,11070.5,11015.2,10959.9,10904.6,10849.3,10794,10722.2,10650.4,10578.6,10506.8,10435,10363.2,10291.4,10219.6,10147.8,10076
24120,24171.7,24223.4,24275.1,24326.8,24378.5,24430.2,24481.9,24533.6,24585.3,24637,24760.3,24883.6,25006.9,25130.2,25253.5,25376.8,25500.1,25623.4,25746.7,25870,27110,28350,29590,30830,32070,33310,34550,35790,37030,38270,39362.1,40454.2,41546.3,42638.4,43730.5,44822.6,45914.7,47006.8,48098.9,49191,49827.2,50463.4,51099.6,51735.8,52372,53008.2,53644.4,54280.6,54916.8,55553,55714.2,55875.4,56036.6,56197.8,56359,56520.2,56681.4,56842.6,57003.8,57165,58537.8,59910.6,61283.4,62656.2,64029,65401.8,66774.6,68147.4,69520.2,70893,72965.9090909091,75038.8181818182,77111.7272727273,79184.6363636364,81257.5454545455,83330.4545454545,85403.3636363636,87476.2727272727,89549.1818181818,91622.0909090909,93695,94910.6,96126.2,97341.8,98557.4,99773,100988.6,102204.2,103419.8,104635.4,105851,104284.7,102718.4,101152.1,99585.8,98019.5,96453.2,94886.9,93320.6,91754.3,90188,90708.9,91229.8,91750.7,92271.6,92792.5,93313.4,93834.3,94355.2,94876.1,95397
4173,4192.3,4211.6,4230.9,4250.2,4269.5,4288.8,4308.1,4327.4,4346.7,4366,4371.7,4377.4,4383.1,4388.8,4394.5,4400.2,4405.9,4411.6,4417.3,4423,4459.4,4495.8,4532.2,4568.6,4605,4641.4,4677.8,4714.2,4750.6,4787,4774,4761,4748,4735,4722,4709,4696,4683,4670,4657,4674.4,4691.8,4709.2,4726.6,4744,4761.4,4778.8,4796.2,4813.6,4831,4789.7,4748.4,4707.1,4665.8,4624.5,4583.2,4541.9,4500.6,4459.3,4418,4308.4,4198.8,4089.2,3979.6,3870,3760.4,3650.8,3541.2,3431.6,3322,3274.81818181818,3227.63636363636,3180.45454545455,3133.27272727273,3086.09090909091,3038.90909090909,2991.72727272727,2944.54545454545,2897.36363636364,2850.18181818182,2803,2769.6,2736.2,2702.8,2669.4,2636,2602.6,2569.2,2535.8,2502.4,2469,2448.7,2428.4,2408.1,2387.8,2367.5,2347.2,2326.9,2306.6,2286.3,2266,2224.1,2182.2,2140.3,2098.4,2056.5,2014.6,1972.7,1930.8,1888.9,1847
4899,4892.9,4886.8,4880.7,4874.6,4868.5,4862.4,4856.3,4850.2,4844.1,4838,4857.4,4876.8,4896.2,4915.6,4935,4954.4,4973.8,4993.2,5012.6,5032,5087.1,5142.2,5197.3,5252.4,5307.5,5362.6,5417.7,5472.8,5527.9,5583,5649.2,5715.4,5781.6,5847.8,5914,5980.2,6046.4,6112.6,6178.8,6245,6266.4,6287.8,6309.2,6330.6,6352,6373.4,6394.8,6416.2,6437.6,6459,6346.4,6233.8,6121.2,6008.6,5896,5783.4,5670.8,5558.2,5445.6,5333,5243.8,5154.6,5065.4,4976.2,4887,4797.8,4708.6,4619.4,4530.2,4441,4344.09090909091,4247.18181818182,4150.27272727273,4053.36363636364,3956.45454545455,3859.54545454545,3762.63636363636,3665.72727272727,3568.81818181818,3471.90909090909,3375,3311.4,3247.8,3184.2,3120.6,3057,2993.4,2929.8,2866.2,2802.6,2739,2705.3,2671.6,2637.9,2604.2,2570.5,2536.8,2503.1,2469.4,2435.7,2402,2367.3,2332.6,2297.9,2263.2,2228.5,2193.8,2159.1,2124.4,2089.7,2055
3801,3774.3,3747.6,3720.9,3694.2,3667.5,3640.8,3614.1,3587.4,3560.7,3534,3539.1,3544.2,3549.3,3554.4,3559.5,3564.6,3569.7,3574.8,3579.9,3585,3619.9,3654.8,3689.7,3724.6,3759.5,3794.4,3829.3,3864.2,3899.1,3934,3950.4,3966.8,3983.2,3999.6,4016,4032.4,4048.8,4065.2,4081.6,4098,4084.4,4070.8,4057.2,4043.6,4030,4016.4,4002.8,3989.2,3975.6,3962,3913.4,3864.8,3816.2,3767.6,3719,3670.4,3621.8,3573.2,3524.6,3476,3389.4,3302.8,3216.2,3129.6,3043,2956.4,2869.8,2783.2,2696.6,2610,2552.09090909091,2494.18181818182,2436.27272727273,2378.36363636364,2320.45454545455,2262.54545454545,2204.63636363636,2146.72727272727,2088.81818181818,2030.90909090909,1973,1943.5,1914,1884.5,1855,1825.5,1796,1766.5,1737,1707.5,1678,1649.8,1621.6,1593.4,1565.2,1537,1508.8,1480.6,1452.4,1424.2,1396,1384.5,1373,1361.5,1350,1338.5,1327,1315.5,1304,1292.5,1281
7036,7051.8,7067.6,7083.4,7099.2,7115,7130.8,7146.6,7162.4,7178.2,7194,7224.2,7254.4,7284.6,7314.8,7345,7375.2,7405.4,7435.6,7465.8,7496,7546.2,7596.4,7646.6,7696.8,7747,7797.2,7847.4,7897.6,7947.8,7998,8091.2,8184.4,8277.6,8370.8,8464,8557.2,8650.4,8743.6,8836.8,8930,8961.2,8992.4,9023.6,9054.8,9086,9117.2,9148.4,9179.6,9210.8,9242,9302.6,9363.2,9423.8,9484.4,9545,9605.6,9666.2,9726.8,9787.4,9848,9981.1,10114.2,10247.3,10380.4,10513.5,10646.6,10779.7,10912.8,11045.9,11179,11161.4545454545,11143.9090909091,11126.3636363636,11108.8181818182,11091.2727272727,11073.7272727273,11056.1818181818,11038.6363636364,11021.0909090909,11003.5454545455,10986,11194,11402,11610,11818,12026,12234,12442,12650,12858,13066,13307,13548,13789,14030,14271,14512,14753,14994,15235,15476,15775.6,16075.2,16374.8,16674.4,16974,17273.6,17573.2,17872.8,18172.4,18472
2940,2959.2,2978.4,2997.6,3016.8,3036,3055.2,3074.4,3093.6,3112.8,3132,3119.9,3107.8,3095.7,3083.6,3071.5,3059.4,3047.3,3035.2,3023.1,3011,3023,3035,3047,3059,3071,3083,3095,3107,3119,3131,3144,3157,3170,3183,3196,3209,3222,3235,3248,3261,3261.3,3261.6,3261.9,3262.2,3262.5,3262.8,3263.1,3263.4,3263.7,3264,3251.4,3238.8,3226.2,3213.6,3201,3188.4,3175.8,3163.2,3150.6,3138,3082.4,3026.8,2971.2,2915.6,2860,2804.4,2748.8,2693.2,2637.6,2582,2556.09090909091,2530.18181818182,2504.27272727273,2478.36363636364,2452.45454545455,2426.54545454545,2400.63636363636,2374.72727272727,2348.81818181818,2322.90909090909,2297,2262.2,2227.4,2192.6,2157.8,2123,2088.2,2053.4,2018.6,1983.8,1949,1912.1,1875.2,1838.3,1801.4,1764.5,1727.6,1690.7,1653.8,1616.9,1580,1552.9,1525.8,1498.7,1471.6,1444.5,1417.4,1390.3,1363.2,1336.1,1309
3707,3730.2,3753.4,3776.6,3799.8,3823,3846.2,3869.4,3892.6,3915.8,3939,3943.1,3947.2,3951.3,3955.4,3959.5,3963.6,3967.7,3971.8,3975.9,3980,4027.9,4075.8,4123.7,4171.6,4219.5,4267.4,4315.3,4363.2,4411.1,4459,4546.8,4634.6,4722.4,4810.2,4898,4985.8,5073.6,5161.4,5249.2,5337,5425.3,5513.6,5601.9,5690.2,5778.5,5866.8,5955.1,6043.4,6131.7,6220,6212.4,6204.8,6197.2,6189.6,6182,6174.4,6166.8,6159.2,6151.6,6144,6102.3,6060.6,6018.9,5977.2,5935.5,5893.8,5852.1,5810.4,5768.7,5727,5685.18181818182,5643.36363636364,5601.54545454545,5559.72727272727,5517.90909090909,5476.09090909091,5434.27272727273,5392.45454545455,5350.63636363636,5308.81818181818,5267,5275.3,5283.6,5291.9,5300.2,5308.5,5316.8,5325.1,5333.4,5341.7,5350,5299.7,5249.4,5199.1,5148.8,5098.5,5048.2,4997.9,4947.6,4897.3,4847,4757.4,4667.8,4578.2,4488.6,4399,4309.4,4219.8,4130.2,4040.6,3951
6678,6600.3,6522.6,6444.9,6367.2,6289.5,6211.8,6134.1,6056.4,5978.7,5901,5939.2,5977.4,6015.6,6053.8,6092,6130.2,6168.4,6206.6,6244.8,6283,6316.4,6349.8,6383.2,6416.6,6450,6483.4,6516.8,6550.2,6583.6,6617,6676,6735,6794,6853,6912,6971,7030,7089,7148,7207,7249.9,7292.8,7335.7,7378.6,7421.5,7464.4,7507.3,7550.2,7593.1,7636,7649.8,7663.6,7677.4,7691.2,7705,7718.8,7732.6,7746.4,7760.2,7774,7638.6,7503.2,7367.8,7232.4,7097,6961.6,6826.2,6690.8,6555.4,6420,6339.90909090909,6259.81818181818,6179.72727272727,6099.63636363636,6019.54545454545,5939.45454545455,5859.36363636364,5779.27272727273,5699.18181818182,5619.09090909091,5539,5488,5437,5386,5335,5284,5233,5182,5131,5080,5029,5003.7,4978.4,4953.1,4927.8,4902.5,4877.2,4851.9,4826.6,4801.3,4776,4701.2,4626.4,4551.6,4476.8,4402,4327.2,4252.4,4177.6,4102.8,4028
