"X1.315","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112"
4.47636115176327,4.47944749040723,4.4825243328659,4.48559173739665,4.48864976172239,4.4916984630381,4.49473789801724,4.49776812281806,4.50078919308983,4.50380116397898,4.50680409013516,4.50906350312377,4.51131782267135,4.51356707169076,4.51581127294058,4.51805044902653,4.5202846224028,4.52251381537341,4.52473805009357,4.52695734857098,4.52917173266711,4.53509551042363,4.54098440358441,4.54683882060977,4.55265916282779,4.55844582459947,4.56419919347903,4.56991965036968,4.57560756967491,4.5812633194456,4.58688726152287,4.59477064817792,4.60259237283633,4.61035339262778,4.61805464256832,4.62569703623641,4.63328146642329,4.64080880575887,4.64827990731427,4.65569560518201,4.66305671503479,4.65528758069488,4.64745761398334,4.63956585474144,4.63161131989728,4.62359300273081,4.61550987210926,4.60736087169133,4.59914491909874,4.59086090505345,4.58250769247884,4.57188083436892,4.56113983206584,4.55028220685194,4.53930539838192,4.52820676105889,4.51698356020703,4.50563296802698,4.49415205931916,4.48253780695859,4.47078707710392,4.45660380543755,4.44221647082578,4.42761911550292,4.41280551692129,4.39776917182473,4.38250327910617,4.36700072133645,4.35125404483864,4.33525543816828,4.31899670884406,4.31335490412994,4.30768108877219,4.30197489745114,4.29623595855742,4.29046389404675,4.28465831929047,4.27881884292183,4.27294506667757,4.26703658523501,4.26109298604415,4.25511384915488,4.24723444417223,4.23929246075956,4.23128689695509,4.2232167265386,4.21508089824204,4.20687833492763,4.19860793273207,4.190268560175,4.18185905723,4.17337823435619,4.17852283427319,4.18364110268914,4.18873330777602,4.19379971362978,4.19884058035251,4.20385616413259,4.20884671732284,4.21381248851663,4.21875372262226,4.22367066093542,4.2231468721849,4.22262280893594,4.22209847090068,4.22157385779081,4.22104896931756,4.2205238051917,4.21999836512357,4.21947264882302,4.21894665599946,4.21842038636184
4.4854008038511,4.48784954341155,4.49029230129116,4.49272910664234,4.49515998840491,4.49758497530815,4.50000409587284,4.50241737841326,4.50482485103922,4.50722654165796,4.50962247797618,4.5104885586033,4.51135388978381,4.51221847281361,4.51308230898528,4.51394539958801,4.5148077459077,4.51566934922689,4.51653021082482,4.51739033197744,4.51824971395739,4.52189726679427,4.52553156332787,4.52915269956418,4.53276077046995,4.53635586998773,4.53993809105048,4.54350752559598,4.54706426458106,4.55060839799541,4.55414001487531,4.57433719731569,4.59413451636783,4.61354749811754,4.63259078156408,4.65127818493758,4.66962276593282,4.68763687651691,4.70533221288707,4.72271986108468,4.7398103387109,4.74277763519571,4.74573615287498,4.74868594354008,4.75162705852538,4.75455954871364,4.7574834645413,4.76039885600366,4.76330577266004,4.76620426363879,4.76909437764233,4.77091764816099,4.77273760041345,4.77455424645594,4.77636759827911,4.7781776678085,4.77998446690501,4.78178800736537,4.78358830092257,4.78538535924638,4.78717919394375,4.78963527710331,4.79208534269501,4.7945294201337,4.79696753861904,4.79939972713766,4.8018260144652,4.80424642916834,4.80666099960685,4.80906975393554,4.81147272010627,4.80528700908299,4.79906279675739,4.79279960084394,4.78649692993798,4.78015428328431,4.7737711505385,4.76734701152043,4.76088133595995,4.75437358323417,4.74782320209625,4.74122963039519,4.7488158811702,4.75634501378521,4.7638178819212,4.77123532026252,4.77859814505637,4.78590715465181,4.79316313001928,4.80036683525135,4.8075190180456,4.8146204101703,4.90117378826903,4.98082879451359,5.05460433147838,5.12330900304831,5.18759528110598,5.24799728264802,5.30495777018529,5.35884786628807,5.40998172119624,5.45862760869068,5.51213759040136,5.56292910355601,5.61126505812229,5.65737197683354,5.70144641485865,5.74366002332785,5.78416358660301,5.82309027319654,5.86055827726018,5.89667298279939
3.67329034549393,3.66907766293781,3.66484715858332,3.66059868099899,3.65633207681504,3.65204719069017,3.64774386527762,3.64342194119049,3.63908125696632,3.63472164903093,3.63034295166136,3.63390486292828,3.63745413200037,3.64099084830155,3.64451510031026,3.64802697557275,3.65152656071616,3.65501394146131,3.65848920263532,3.66195242818398,3.66540370118389,3.67195187051798,3.67845744012941,3.68492096071043,3.6913429723435,3.69772400477214,3.70406457766313,3.71036520086049,3.71662637463145,3.72284858990487,3.72903232850217,3.72953421057042,3.73003584087941,3.73053721968159,3.73103834722903,3.73153922377344,3.73203984956612,3.73254022485802,3.73304034989971,3.73354022494136,3.73403985023279,3.72627753352032,3.71845449157129,3.71056976677234,3.70262237867817,3.69461132327992,3.68653557224395,3.67839407211968,3.67018574351488,3.66190948023688,3.65356414839791,3.64167039719494,3.62963348018783,3.61744990875022,3.60511606516643,3.59262819618296,3.57998240615218,3.56717464973697,3.55420072414202,3.5410562608346,3.52773671671383,3.50576326730389,3.48329611678832,3.46031256922974,3.43678832676486,3.41269733520836,3.38801161059537,3.36270104376692,3.33673317957631,3.3100729666554,3.28268247290081,3.26825942221059,3.25362529910855,3.23877383390004,3.22369847332109,3.20839236317566,3.19284832962343,3.17705885899011,3.16101607595816,3.14471171997926,3.12813711973194,3.11128316542643,3.10399409474628,3.09665150315837,3.08925459887748,3.08180257241697,3.07429459605709,3.06672982329332,3.05910738826356,3.05142640515343,3.04368596757846,3.03588514794222,3.02879177626859,3.02164772899841,3.01445227685781,3.00720467471623,2.9999041611234,2.99254995782924,2.98514126928601,2.97767728213183,2.97015716465486,2.96258006623709,2.95197956728566,2.94126549272312,2.93043538242937,2.91948669547666,2.90841680655137,2.89722300217543,2.88590247671387,2.87445232815384,2.8628695536391,2.85115104474288
5.4380793089232,5.44584192659387,5.45354474989434,5.46118869296312,5.4687746491346,5.47630349156555,5.48377607383824,5.49119323054125,5.49855577782878,5.50586451395964,5.51312021981659,5.51203962737041,5.51095786598094,5.50987493311639,5.50879082623676,5.50770554279376,5.50661908023082,5.505531435983,5.50444260747701,5.50335259213112,5.50226138735516,5.51029498507636,5.51826455811219,5.52617111890345,5.5340156560642,5.54179913512356,5.54952249923891,5.55718666988176,5.5647925474975,5.57234101214029,5.57983292408415,5.59661907998151,5.61312810638807,5.6293690053736,5.64535034738392,5.66108029840097,5.67656664499948,5.69181681749304,5.70683791134141,5.72163670697383,5.73621968816665,5.71937969315432,5.70225124828243,5.68482429945314,5.66708825756827,5.64903195988479,5.63064362781676,5.61191082078432,5.59282038565682,5.57335840127554,5.55351011746988,5.56002988441676,5.56650741919784,5.57294326541637,5.57933795624696,5.58569201470063,5.59200595388154,5.59828027723562,5.60451547879141,5.61071204339355,5.61687044692898,5.61704925073202,5.61722802256997,5.61740676245427,5.61758547039633,5.61776414640756,5.61794279049939,5.6181214026832,5.61829998297039,5.61847853137236,5.61865704790049,5.60936442865828,5.59998464603446,5.5905160493749,5.58095694068807,5.57130557281748,5.56156014752512,5.55171881348051,5.54177966414991,5.53174073557949,5.52160000406611,5.51135538370884,5.50954318846826,5.50772770321304,5.5059089159755,5.50408681472253,5.50226138735516,5.50043262170799,5.4986005055488,5.49676502657798,5.49492617242808,5.49308393066332,5.5055092268395,5.51778202788986,5.52990603160961,5.54188480290396,5.55372178008047,5.56542028077332,5.57698350752512,5.58841455304955,5.59971640519668,5.61089195164083,5.62618516557077,5.64124801568931,5.6560873391393,5.67070967312213,5.68512127218951,5.69932812430682,5.71333596579133,5.72715029521851,5.74077638638084,5.7542193003755
4.63564331200549,4.63470819842496,4.63377220958849,4.63283534385609,4.63189759958315,4.63095897512043,4.63001946881405,4.62907907900545,4.62813780403138,4.62719564222392,4.62625259191041,4.62378598172228,4.62131327232086,4.61883443346816,4.61634943470081,4.61385824532775,4.61136083442796,4.60885717084821,4.60634722320065,4.60383095986052,4.6013083489637,4.60774716251591,4.61414478284224,4.6205017336729,4.62681852881307,4.63309567239217,4.63933365910525,4.64553297444698,4.65169409493836,4.65781748834652,4.66390361389785,4.67017366860747,4.67640465456702,4.68259705563837,4.68875134674983,4.69486799411469,4.7009474554432,4.70699018014808,4.71299660954389,4.7189671770404,4.7249023083303,4.7243607483393,4.72381889490214,4.72327674770066,4.72273430641614,4.72219157072938,4.72164854032062,4.72110521486962,4.72056159405558,4.72001767755721,4.71947346505266,4.7234384714863,4.72738781871234,4.73132162993184,4.73524002689759,4.73914312993675,4.74303105797298,4.74690392854823,4.75076185784402,4.75460496070239,4.75843335064638,4.77011283543116,4.78165748316334,4.79307037167141,4.80435447458885,4.81551266600485,4.82654772485844,4.83746233909269,4.84825910958481,4.85894055386616,4.86950910964585,4.89242390118338,4.91482534631665,4.93673594235845,4.95817673936673,4.97916746167926,4.99972661695253,5.01987159421577,5.03961875224191,5.05898349936067,5.07798036568946,5.09662306863032,5.11393372795059,5.13094982026334,5.14768120306708,5.16413724717995,5.18032686825928,5.19625855581005,5.21194039991863,5.22738011592241,5.24258506720382,5.2575622862772,5.28707669607,5.3157449204772,5.34361413090941,5.37072766108078,5.39712541233615,5.42284420683992,5.44791809647325,5.4723786339422,5.49625511151198,5.51957477189841,5.55051648545898,5.5805294738607,5.60966786823456,5.63798120083605,5.6655149116791,5.69231078726958,5.71840734207386,5.74384015146414,5.76864214336384,5.79284385459202
4.06296943965435,4.05933291074547,4.05568310921312,4.05201993781731,4.04834329824547,4.04465309109666,4.04094921586542,4.03723157092537,4.03350005351245,4.02975455970791,4.02599498442089,4.02615574320269,4.02631647614525,4.02647718325688,4.02663786454589,4.02679852002057,4.02695914968922,4.02711975356012,4.02728033164156,4.02744088394181,4.02760141046917,4.0278421519541,4.02808283549652,4.02832346112431,4.02856402886533,4.02880453874744,4.02904499079845,4.02928538504617,4.02952572151839,4.02976600024287,4.03000622124734,4.04873626746981,4.06712193932622,4.0851756719964,4.10290923904599,4.12033379854458,4.13745993523439,4.15429769914822,4.17085664102975,4.18714584486862,4.20317395782783,4.20661167426996,4.21003761329363,4.21345185532089,4.21685447995288,4.22024556598093,4.22362519139751,4.22699343340698,4.23035036843621,4.23369607214495,4.23703061943608,4.2343862483538,4.23173486602869,4.22907643518287,4.22641091824041,4.22373827732408,4.22105847425214,4.21837147053506,4.21567722737222,4.21297570564853,4.21026686593104,4.19674703924058,4.18304191883641,4.16914635503494,4.15505498044372,4.14076219751393,4.12626216519041,4.11154878457942,4.09661568354626,4.08145620014524,4.06606336477429,4.04513457201831,4.02375838479078,4.00191525659698,3.97958433131194,3.95674332350766,3.93336838479055,3.90943395413977,3.88491258989158,3.85977478060094,3.83398873151103,3.80752012275599,3.80656238465987,3.80560372842208,3.80464415228056,3.80368365446819,3.80272223321273,3.80175988673685,3.80079661325805,3.79983241098871,3.79886727813602,3.79790121290195,3.79357855417349,3.78923712891589,3.78487677347117,3.78049732203113,3.77609860659954,3.77168045695344,3.76724270060367,3.76278516275439,3.75830766626183,3.75381003159201,3.74883764148134,3.74384040310051,3.73881806685574,3.73377037937363,3.72869708342441,3.72359791784333,3.71847261744998,3.71332091296551,3.70814253092776,3.70293719360417
4.08012834266916,4.0843629383623,4.08857967784204,4.09277871106647,4.09696018611257,4.10112424920748,4.10527104475922,4.10940071538674,4.11351340194932,4.11760924357544,4.12168837769099,4.12135736146817,4.12102623563733,4.12069500012585,4.12036365486106,4.12003219977019,4.11970063478041,4.11936895981883,4.11903717481247,4.11870527968828,4.11837327437315,4.12046306996892,4.12254850742511,4.12462960488113,4.12670638036343,4.12877885178634,4.13084703695307,4.13291095355658,4.1349706191805,4.13702605130005,4.1390772672829,4.15347947954141,4.16767720959379,4.18167618271289,4.19548188703562,4.20909958648084,4.22253433279933,4.23579097682498,4.24887417899004,4.26178841916117,4.27453800584856,4.2788745629613,4.28319239551733,4.28749166452098,4.29177252890883,4.296035145585,4.30027966945566,4.30450625346279,4.30871504861726,4.3129062040312,4.31707986694971,4.30541553230204,4.2936135336129,4.28167058257568,4.26958327163915,4.25734806817129,4.24496130826155,4.23241919013451,4.21971776714516,4.20685294032365,4.19382045043413,4.22030270720548,4.24610170927992,4.27125182829726,4.29578490577054,4.31973049547684,4.34311607749889,4.36596724780549,4.38830788665036,4.4101603085676,4.43154539632545,4.42795246555151,4.42434657906304,4.42072764308805,4.41709556283276,4.41345024246673,4.40979158510771,4.40611949280611,4.40243386652938,4.39873460614588,4.39502161040862,4.39129477693862,4.35387908105035,4.31500885223013,4.27456641050125,4.23241919013451,4.18841711810608,4.14238938876771,4.09414045976196,4.04344503204647,3.99004168812241,3.93362473365937,3.9294819520746,3.92532193642887,3.92114454273485,3.91694962519315,3.9127370361618,3.90850662612507,3.90425824366161,3.89999173541194,3.89570694604525,3.89140371822541,3.87400320354524,3.85629454111184,3.83826661981228,3.81990771652034,3.80120545030726,3.78214673228846,3.76271771059736,3.74290370990697,3.72268916483767,3.70205754649449
5.19006446265513,5.19140961308059,5.19275295650679,5.19409449778208,5.19543424173528,5.19677219317586,5.19810835689401,5.19944273766072,5.20077534022793,5.20210616932861,5.20343522967684,5.19790551027916,5.1923450429788,5.18675348391657,5.18113048343264,5.17547568593539,5.16978872976645,5.1640692470619,5.15831686360948,5.15253119870167,5.14671186498453,5.14630252854876,5.14589302448806,5.14548335266508,5.14507351294231,5.14466350518207,5.14425332924651,5.14384298499762,5.14343247229719,5.14302179100688,5.14261094098815,5.15553404482786,5.16829227052671,5.18088977230203,5.19333054931993,5.20561845331672,5.21775719575769,5.22975035456664,5.2416013804566,5.25331360288977,5.26489023569251,5.25978632377434,5.25465622824331,5.24949967906406,5.24431640200221,5.2391061185368,5.23386854577055,5.22860339633765,5.22331037830916,5.21798919509588,5.21263954534863,5.20526610136381,5.19783788559613,5.19035407823506,5.18281384092516,5.17521631620239,5.16756062690902,5.15984587558585,5.15207114384086,5.14423549169311,5.1363379568907,5.13026055524689,5.12414599283635,5.11799381241675,5.11180354825432,5.10557472591228,5.09930686203264,5.09299946411115,5.08665203026505,5.0802640489934,5.0738349989298,5.07729139365517,5.08073588285442,5.0841685482631,5.0875894707779,5.09099873046814,5.09439640658696,5.09778257758243,5.10115732110836,5.10452071403506,5.10787283245977,5.11121375171702,5.11156398536331,5.11191409638893,5.11226408487973,5.11261395092143,5.1129636945997,5.11331331600009,5.11366281520808,5.11401219230904,5.11436144738828,5.11471058053099,5.12893920438084,5.14296821144569,5.15680312526752,5.17044924325277,5.18391164885043,5.19719522292116,5.21030465436125,5.22324445003909,5.23601894409693,5.24863230666601,5.25614060663325,5.2635929518959,5.27099017027992,5.2783330713751,5.28562244706679,5.29285907204836,5.30004370431532,5.30717708564174,5.31425994203986,5.32129298420351
5.91283268944738,5.91146832595724,5.91010209843585,5.90873400178288,5.90736403087701,5.90599218057583,5.90461844571579,5.90324282111197,5.90186530155806,5.9004858818262,5.89910455666685,5.89777804841975,5.89644977821101,5.89511974135368,5.89378793314207,5.89245434885169,5.89111898373911,5.88978183304188,5.8884428919784,5.88710215574786,5.8857596195301,5.88806491757308,5.89036491343774,5.89265963145813,5.89494909580114,5.89723333046804,5.89951235929603,5.90178620595969,5.90405489397246,5.90631844668812,5.90857688730221,5.92630875560845,5.94373167504788,5.96085622737343,5.97769245982824,5.99424992054959,6.01053769108914,6.02656441632699,6.04233833202614,6.05786729024722,6.07315878281999,6.07622908365921,6.0792899865982,6.08234154899361,6.08538382767862,6.08841687896923,6.09144075867061,6.09445552208317,6.09746122400869,6.10045791875628,6.10344566014826,6.09785139541036,6.09222565872959,6.08656809399495,6.08087833901684,6.07515602538794,6.06940077834004,6.06361221659676,6.05778995222201,6.05193359046394,6.04604272959437,6.04484862948087,6.04365310178745,6.04245614309658,6.0412577499785,6.04005791899104,6.03885664667966,6.03765392957736,6.03644976420459,6.03524414706924,6.03403707466654,6.04552682550551,6.05688606014918,6.0681177104848,6.07922461070399,6.09020950159562,6.10107503460548,6.11182377567773,6.12245820889207,6.13298073990956,6.14339369923904,6.1536993453352,6.15795903466645,6.16220065598143,6.16642436190858,6.17063030315048,6.17481862851613,6.17898948495253,6.18314301757566,6.18727936970069,6.19139868287174,6.19550109689089,6.20086952685713,6.20620929060716,6.21152069265803,6.21680403270014,6.22205960569873,6.22728770199269,6.2324886073908,6.23766260326549,6.24280996664419,6.24793097029832,6.25612274556521,6.26424796052794,6.27230768811412,6.28030297551582,6.28823484500617,6.29610429472371,6.30391229942623,6.31165981121532,6.31934776023312,6.32697705533247
3.89340414322494,3.89310736328508,3.89281049524075,3.8925135390396,3.89221649462928,3.89191936195736,3.89162214097137,3.8913248316188,3.89102743384709,3.89072994760363,3.89043237283578,3.89441747730406,3.89838676373042,3.90234035719139,3.90627838128586,3.9102009581582,3.91410820852106,3.91800025167762,3.92187720554344,3.92573918666792,3.92958631025534,3.93612344650835,3.94261812600635,3.94907089668058,3.95548229592317,3.96185285085567,3.96818307858914,3.97447348647601,3.98072457235412,3.98693682478313,3.99311072327367,4.00865622842436,4.0239637654603,4.0390405102287,4.05389331881413,4.06852874625939,4.082953063936,4.09717227567971,4.11119213279471,4.12501814802063,4.13865560854701,4.14461690681514,4.15054287849456,4.1564339398099,4.1622904996728,4.16811295985221,4.1739017151398,4.17965715351059,4.18537965627897,4.19106959825032,4.1967273478683,4.19621598837143,4.19570436725225,4.1951924842429,4.19468033907514,4.19416793148029,4.19365526118929,4.19314232793264,4.19262913144044,4.19211567144236,4.19160194766767,4.18731676542735,4.18301314134521,4.17869091600115,4.17434992789896,4.16999001343008,4.16561100683662,4.16121274017353,4.15679504326997,4.15235774368976,4.14790066669106,4.11178861357589,4.07432346446105,4.03539985945732,3.99489963251639,3.9526896480761,3.90861916066345,3.86251656537691,3.81418536243331,3.76339909602766,3.70989493783533,3.65336545483372,3.637650030962,3.62168368393233,3.60545827073206,3.58896524541326,3.57219563206203,3.55513999546238,3.5377884092147,3.52013042103904,3.50215501495956,3.48385057002754,3.477761304523,3.47163473257929,3.46547039425448,3.45926782104812,3.45302653568753,3.44674605190742,3.44042587422257,3.43406549769325,3.42766440768314,3.42122207960944,3.40833206335709,3.39527372251804,3.38204260271933,3.36863407040031,3.35504330307092,3.34126527889871,3.32729476556856,3.31312630835294,3.29875421732503,3.28417255363934
